SYMBOL,CURRENCY,COMPANY NAME,GICS INDUSTRY GROUP,STOCK TYPE,PE,ASX200 WEIGHT,SHORTSELL%,VOLUME-ABOVE-AVG,VALUE($),LASTCLOSE,CHANGEPCT%,REPORTDATE,RECORDDATE
ASX-ENN,AUD,ELANOR INVESTORS GROUP,Consumer Services,NORMAL,0.0,0.0,0.00%,52.25%,"100,546",,-0.79%,2021-08-17,2021-07-13
ASX-ERF,AUD,ELANOR RETAIL PROPERTY FUND,Real Estate,NORMAL,0.0,0.0,0.00%,2.21%,"237,376",,0.19%,2021-08-17,2021-07-13
ASX-OSL,AUD,ONCOSIL MEDICAL LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-6.6,0.0,0.00%,47.51%,"60,042",0.0662,-1.59%,2021-08-17,2021-07-13
ASX-PGH,AUD,PACT GROUP HOLDINGS LTD,Materials,NORMAL,0.0,0.0,0.00%,70.50%,"900,032",,-0.84%,2021-08-17,2021-07-13
ASX-AUI,AUD,AUSTRALIAN UNITED INVESTMENT COMPANY LTD,Not Applic,NORMAL,0.0,0.0,0.00%,3.52%,"453,996",,-0.99%,2021-08-17,2021-07-13
ASX-SCP,AUD,SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP RE LTD,Real Estate,ASX200,0.0,0.14,8.53%,0.00%,"8,834,343",,-0.42%,2021-08-17,2021-07-13
ASX-TNK,AUD,THINK CHILDCARE LTD,Consumer Services,NORMAL,0.0,0.0,0.00%,12.16%,"70,918",,0.31%,2021-08-17,2021-07-13
ASX-APD,AUD,APN PROPERTY GROUP LTD,Real Estate,PENNY STOCK,44.5,0.0,0.00%,0.00%,"170,612",0.89,0.00%,2021-08-17,2021-07-13
ASX-BLX,AUD,BEACON LIGHTING GROUP LTD,Retailing,NORMAL,0.0,0.0,0.01%,881.27%,"162,879",,1.14%,2021-08-17,2021-07-13
ASX-WPL,AUD,WOODSIDE PETROLEUM LTD,Energy,ASX200,0.0,1.27,0.03%,0.00%,"54,278,531",,-0.59%,2021-08-17,2021-07-13
ASX-BRG,AUD,BREVILLE GROUP LTD,Consumer Durables & Apparel,ASX200,0.0,0.18,0.01%,102.00%,"9,506,464",,-1.96%,2021-08-17,2021-07-13
ASX-DHG,AUD,DOMAIN HOLDINGS AUSTRALIA LTD,Media & Entertainment,ASX200,0.0,0.1,0.02%,51.61%,"5,209,542",,-3.16%,2021-08-17,2021-07-13
BABA,USD,ALIBABA GROUP HOLDING LTD,,,,,,,,,,2021-08-18,2021-07-13
ASX-ASX,AUD,ASX LTD,Diversified Financials,ASX200,0.0,0.99,0.04%,34884.31%,"26,878,643",,-1.10%,2021-08-18,2021-07-13
ASX-BXB,AUD,BRAMBLES LTD,Commercial & Professional Services,ASX200,0.0,1.02,0.02%,840.84%,"46,584,177",,-1.13%,2021-08-18,2021-07-13
ASX-COL,AUD,COLES GROUP LTD,Food & Staples Retailing,ASX200,0.0,1.2,0.01%,46667.01%,"48,760,884",,0.18%,2021-08-18,2021-07-13
ASX-CWN,AUD,CROWN RESORTS LTD,Consumer Services,ASX200,0.0,0.38,0.01%,3998.25%,"62,309,706",,-1.88%,2021-08-18,2021-07-13
ASX-EHL,AUD,EMECO HOLDINGS LTD,Capital Goods,NORMAL,0.0,0.0,0.24%,3.91%,"974,936",,-2.95%,2021-08-18,2021-07-13
ASX-EVT,AUD,EVENT HOSPITALITY AND ENTERTAINMENT LTD,Media & Entertainment,NORMAL,0.0,0.0,0.02%,9.28%,"1,036,716",,-2.50%,2021-08-18,2021-07-13
ASX-HT1,AUD,HT&E LTD,Media & Entertainment,NORMAL,0.0,0.0,0.02%,1.77%,"246,881",,-2.51%,2021-08-18,2021-07-13
ASX-MND,AUD,MONADELPHOUS GROUP LTD,Capital Goods,ASX200,0.0,0.07,0.12%,367.26%,"5,695,612",,0.46%,2021-08-18,2021-07-13
ASX-ORG,AUD,ORIGIN ENERGY LTD,Energy,ASX200,0.0,0.62,0.03%,1944.09%,"25,869,858",,-0.44%,2021-08-18,2021-07-13
ASX-STO,AUD,SANTOS LTD,Energy,ASX200,0.0,0.66,1.04%,4038.94%,"31,197,882",,-0.14%,2021-08-18,2021-07-13
ASX-SXY,AUD,SENEX ENERGY LTD,Energy,NORMAL,0.0,0.0,0.03%,24.67%,"954,045",,0.00%,2021-08-18,2021-07-13
ASX-SHL,AUD,SONIC HEALTHCARE LTD,Health Care Equipment & Services,ASX200,0.0,0.78,0.01%,310.41%,"47,393,062",,0.96%,2021-08-18,2021-07-13
ASX-SXL,AUD,SOUTHERN CROSS MEDIA GROUP LTD,Media & Entertainment,ASX200,0.0,0.03,0.01%,42.66%,"1,127,141",,0.96%,2021-08-18,2021-07-13
ASX-VCX,AUD,VICINITY CENTRES,Real Estate,ASX200,0.0,0.35,0.02%,1120.41%,"62,946,238",,0.00%,2021-08-18,2021-07-13
ASX-WES,AUD,WESFARMERS LTD,Retailing,ASX200,0.0,2.67,0.01%,0.00%,"97,068,394",,-1.84%,2021-08-18,2021-07-13
ASX-OZL,AUD,OZ MINERALS LTD,Materials,ASX200,0.0,0.18,0.03%,346.03%,"53,925,026",,-2.83%,2021-08-18,2021-07-13
LOW,USD,LOWE'S COMPANIES INC,,,,,,,,,,2021-08-18,2021-07-13
ASX-TGR,AUD,TASSAL GROUP LTD,"Food, Beverage & Tobacco",ASX200,0.0,0.05,0.07%,0.00%,"1,899,129",,-0.58%,2021-08-18,2021-07-13
TGT,USD,TARGET CORP,,,,,,,,,,2021-08-18,2021-07-13
ASX-BWX,AUD,BWX LTD,Household & Personal Products,NORMAL,0.0,0.0,0.02%,105.58%,"1,090,500",,1.82%,2021-08-18,2021-07-13
ASX-DGH,AUD,DESANE GROUP HOLDINGS LTD,Real Estate,NORMAL,0.0,0.0,0.00%,0.00%,628,,0.00%,2021-08-18,2021-07-13
ASX-GDF,AUD,GARDA DIVERSIFIED PROPERTY FUND,Real Estate,NORMAL,0.0,0.0,0.00%,0.00%,"101,569",,0.79%,2021-08-18,2021-07-13
ASX-IPH,AUD,IPH LTD,Commercial & Professional Services,ASX200,0.0,0.09,0.03%,7.07%,"2,425,831",,-0.51%,2021-08-18,2021-07-13
ASX-MVP,AUD,MEDICAL DEVELOPMENTS INTERNATIONAL LTD,"Pharmaceuticals, Biotechnology & Life Sciences",NORMAL,0.0,0.0,0.01%,120.17%,"358,687",,2.71%,2021-08-18,2021-07-13
ASX-NEW,AUD,NEW ENERGY SOLAR LTD,Utilities,PENNY STOCK,-4.7,0.0,0.00%,48.02%,"260,341",0.85,-1.18%,2021-08-18,2021-07-13
ASX-PSQ,AUD,PACIFIC SMILES GROUP LTD,Health Care Equipment & Services,NORMAL,0.0,0.0,0.00%,18.81%,"111,173",,-5.51%,2021-08-18,2021-07-13
ASX-RBL,AUD,REDBUBBLE LTD,Retailing,NORMAL,0.0,0.0,0.05%,1523.55%,"10,320,902",,-1.40%,2021-08-18,2021-07-13
ASX-TLX,AUD,TELIX PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",NORMAL,0.0,0.0,0.02%,40.66%,"1,425,662",,-1.25%,2021-08-18,2021-07-13
ASX-CDA,AUD,CODAN LTD,Technology Hardware & Equipment,NORMAL,0.0,0.0,0.01%,2138.71%,"3,675,673",,-0.93%,2021-08-18,2021-07-13
ASX-EZL,AUD,EUROZ LTD,Diversified Financials,NORMAL,0.0,0.0,0.01%,0.00%,"980,613",,1.54%,2021-08-18,2021-07-13
ASX-IRI,AUD,INTEGRATED RESEARCH LTD,Software & Services,NORMAL,0.0,0.0,0.02%,79.62%,"814,617",,3.36%,2021-08-18,2021-07-13
ASX-MYS,AUD,MYSTATE LTD,Banks,NORMAL,0.0,0.0,0.01%,843.92%,"496,141",,-0.42%,2021-08-18,2021-07-13
ASX-VTG,AUD,VITA GROUP LTD,Retailing,NORMAL,0.0,0.0,0.00%,2.25%,"216,167",,0.50%,2021-08-18,2021-07-13
ASX-TON,AUD,TRITON MINERALS LTD,Materials,PENNY STOCK,,0.0,0.00%,65.74%,"17,208",0.0385,0.00%,2021-08-18,2021-07-13
ASX-CTD,AUD,CORPORATE TRAVEL MANAGEMENT LTD,Consumer Services,ASX200,0.0,0.08,0.03%,309.86%,"10,693,778",,-3.36%,2021-08-18,2021-07-13
ASX-DUI,AUD,DIVERSIFIED UNITED INVESTMENT LTD,Not Applic,NORMAL,0.0,0.0,0.00%,8.82%,"564,047",,0.20%,2021-08-18,2021-07-13
ASX-DRR,AUD,DETERRA ROYALTIES LTD,Materials,NORMAL,0.0,0.0,0.01%,71.22%,"4,475,569",,0.47%,2021-08-18,2021-07-13
ASX-INA,AUD,INGENIA COMMUNITIES GROUP,Real Estate,ASX200,0.0,0.08,0.04%,166.13%,"7,161,018",,-1.80%,2021-08-18,2021-07-13
ASX-CTD,AUD,CORPORATE TRAVEL MANAGEMENT LTD,Consumer Services,ASX200,0.0,0.08,0.03%,309.86%,"10,693,778",,-3.36%,2021-08-19,2021-07-13
ASX-CSL,AUD,CSL LTD,"Pharmaceuticals, Biotechnology & Life Sciences",ASX200,0.0,7.49,0.01%,0.00%,"241,681,952",,-1.31%,2021-08-19,2021-07-13
ASX-MIN,AUD,MINERAL RESOURCES LTD,Materials,ASX200,0.0,0.21,0.10%,218.47%,"30,421,818",,0.72%,2021-08-19,2021-07-13
ASX-NST,AUD,NORTHERN STAR RESOURCES LTD,Materials,ASX200,0.0,0.65,0.03%,10.87%,"35,285,714",,0.00%,2021-08-19,2021-07-13
ASX-ORA,AUD,ORORA LTD,Materials,ASX200,0.0,0.19,0.02%,0.00%,"7,693,954",,0.30%,2021-08-19,2021-07-13
ASX-PPT,AUD,PERPETUAL LTD,Diversified Financials,ASX200,0.0,0.08,0.02%,4.31%,"5,772,384",,-1.29%,2021-08-19,2021-07-13
ASX-S32,AUD,SOUTH32 LTD,Materials,ASX200,0.0,0.55,0.01%,335976.99%,"23,616,058",,-0.34%,2021-08-19,2021-07-13
ASX-SYD,AUD,SYDNEY AIRPORT HOLDINGS PTY LTD,Transportation,ASX200,0.0,0.77,0.05%,0.00%,"100,234,083",,-1.02%,2021-08-19,2021-07-13
ASX-SGR,AUD,STAR ENTERTAINMENT GROUP LTD,Consumer Services,ASX200,0.0,0.16,0.30%,8578.67%,"19,948,759",,-1.85%,2021-08-19,2021-07-13
ASX-TCL,AUD,TRANSURBAN GROUP,Transportation,ASX200,0.0,2.28,0.01%,40.58%,"55,898,106",,-0.83%,2021-08-19,2021-07-13
ASX-YAL,AUD,YANCOAL AUSTRALIA LTD,Energy,NORMAL,0.0,0.0,0.00%,0.00%,"163,095",,-0.47%,2021-08-19,2021-07-13
ASX-EVN,AUD,EVOLUTION MINING LTD,Materials,ASX200,0.0,0.62,0.02%,84709.25%,"22,634,982",,0.00%,2021-08-19,2021-07-13
PDD,USD,PINDUODUO INC,,,,,,,,,,2021-08-19,2021-07-13
ASX-TPG,AUD,TPG TELECOM LTD,Telecommunication Services,NORMAL,0.0,0.0,0.01%,525.84%,"7,600,058",,0.65%,2021-08-19,2021-07-13
ASX-NCM,AUD,NEWCREST MINING LTD,Materials,ASX200,0.0,1.47,0.03%,264.52%,"61,281,739",,-0.92%,2021-08-19,2021-07-13
ASX-MMI,AUD,METRO MINING LTD,Materials,PENNY STOCK,-2.9,0.0,0.02%,6936.75%,"626,854",0.0289,0.00%,2021-08-19,2021-07-13
ASX-PMC,AUD,PLATINUM CAPITAL LTD,Not Applic,NORMAL,0.0,0.0,0.00%,2.53%,"232,147",,-0.66%,2021-08-19,2021-07-13
ASX-RCT,AUD,REEF CASINO TRUST,Consumer Services,NORMAL,0.0,0.0,0.00%,0.17%,"4,342",,3.91%,2021-08-19,2021-07-13
ASX-EGH,AUD,EUREKA GROUP HOLDINGS LTD,Real Estate,PENNY STOCK,20.0,0.0,0.00%,0.95%,"14,750",0.6,-1.67%,2021-08-19,2021-07-13
ASX-HT1,AUD,HT&E LTD,Media & Entertainment,NORMAL,0.0,0.0,0.02%,1.77%,"246,881",,-2.51%,2021-08-19,2021-07-13
ASX-TWE,AUD,TREASURY WINE ESTATES LTD,"Food, Beverage & Tobacco",ASX200,0.0,0.41,0.02%,0.00%,"18,853,991",,-0.25%,2021-08-19,2021-07-13
DE,USD,DEERE & CO,,,,,,,,,,2021-08-20,2021-07-13
ASX-CHC,AUD,CHARTER HALL GROUP,Real Estate,ASX200,0.0,0.26,0.01%,84.35%,"14,260,516",,-2.37%,2021-08-20,2021-07-13
ASX-CCL,AUD,COCA-COLA AMATIL LTD,,,,,,,,,,2021-08-20,2021-07-13
ASX-HLS,AUD,HEALIUS LTD,Health Care Equipment & Services,ASX200,0.0,0.09,0.07%,154.68%,"8,441,323",,-0.64%,2021-08-20,2021-07-13
ASX-ING,AUD,INGHAMS GROUP LTD,"Food, Beverage & Tobacco",ASX200,0.0,0.07,0.04%,90.92%,"4,531,461",,-1.82%,2021-08-20,2021-07-13
ASX-IRE,AUD,IRESS LTD,Software & Services,ASX200,0.0,0.11,0.01%,79.52%,"9,679,099",,-0.79%,2021-08-20,2021-07-13
ASX-MPL,AUD,MEDIBANK PRIVATE LTD,Insurance,ASX200,0.0,0.45,2.92%,0.00%,"18,880,572",,-0.31%,2021-08-20,2021-07-13
ASX-MGR,AUD,MIRVAC GROUP,Real Estate,ASX200,0.0,0.52,0.05%,1525.95%,"18,208,854",,-1.35%,2021-08-20,2021-07-13
ASX-WPR,AUD,WAYPOINT REIT LTD,Real Estate,NORMAL,0.0,0.0,0.11%,3223.10%,"7,250,058",,1.16%,2021-08-20,2021-07-13
ASX-COH,AUD,COCHLEAR LTD,Health Care Equipment & Services,ASX200,0.0,0.74,0.02%,0.00%,"50,512,452",,-1.29%,2021-08-20,2021-07-13
ASX-CWY,AUD,CLEANAWAY WASTE MANAGEMENT LTD,Commercial & Professional Services,ASX200,0.0,0.24,0.08%,905.84%,"17,809,629",,-1.53%,2021-08-20,2021-07-13
ASX-SGP,AUD,STOCKLAND CORPORATION LTD,Real Estate,ASX200,0.0,0.49,0.03%,532.10%,"25,646,473",,-1.74%,2021-08-20,2021-07-13
ASX-SDF,AUD,STEADFAST GROUP LTD,Insurance,ASX200,0.0,0.17,0.02%,3.17%,"4,683,470",,-0.92%,2021-08-20,2021-07-13
ASX-WSA,AUD,WESTERN AREAS LTD,Materials,ASX200,0.0,0.04,0.03%,0.00%,"13,774,235",,-6.50%,2021-08-22,2021-07-13
ASX-A2B,AUD,A2B AUSTRALIA LTD,Transportation,NORMAL,-4.8,0.0,0.00%,3.79%,"285,733",1.35,-0.37%,2021-08-22,2021-07-13
BBY,USD,BEST BUY CO INC,,,,,,,,,,2021-08-23,2021-07-13
ASX-ABC,AUD,ADBRI LTD,Materials,ASX200,25.0,0.11,0.03%,307.39%,"4,948,349",3.5,-2.29%,2021-08-23,2021-07-13
ASX-AWC,AUD,ALUMINA LTD,Materials,ASX200,0.0,0.25,0.04%,19317.26%,"11,674,083",,0.00%,2021-08-23,2021-07-13
ASX-ALD,AUD,AMPOL LTD,Energy,NORMAL,0.0,0.0,0.04%,10.06%,"30,437,012",,1.46%,2021-08-23,2021-07-13
ASX-BSE,AUD,BASE RESOURCES LTD,Materials,PENNY STOCK,9.7,0.0,0.00%,51.04%,"64,310",0.2901,3.51%,2021-08-23,2021-07-13
ASX-GEM,AUD,G8 EDUCATION LTD,Consumer Services,ASX200,-4.0,0.05,0.02%,34.15%,"2,824,526",1.01,-1.49%,2021-08-23,2021-07-13
ASX-NSR,AUD,NATIONAL STORAGE REIT,Real Estate,ASX200,0.0,0.1,0.37%,421.89%,"6,329,436",,-0.95%,2021-08-23,2021-07-13
ASX-NHF,AUD,NIB HOLDINGS LTD,Insurance,ASX200,0.0,0.12,0.02%,0.00%,"2,493,753",,-1.99%,2021-08-23,2021-07-13
ASX-SCG,AUD,SCENTRE GROUP,Real Estate,ASX200,0.0,0.66,0.04%,0.00%,"54,602,760",,-1.81%,2021-08-23,2021-07-13
ASX-SWM,AUD,SEVEN WEST MEDIA LTD,Media & Entertainment,PENNY STOCK,,0.0,0.10%,551.44%,"2,190,638",0.4001,1.23%,2021-08-23,2021-07-13
ASX-SGP,AUD,STOCKLAND CORPORATION LTD,Real Estate,ASX200,0.0,0.49,0.03%,532.10%,"25,646,473",,-1.74%,2021-08-23,2021-07-13
ASX-SUL,AUD,SUPER RETAIL GROUP LTD,Retailing,ASX200,0.0,0.1,0.04%,41.56%,"37,545,053",,-1.44%,2021-08-23,2021-07-13
EH,USD,EHANG HOLDINGS LTD,,,,,,,,,,2021-08-23,2021-07-13
ASX-VEA,AUD,VIVA ENERGY GROUP LTD,Energy,ASX200,0.0,0.18,0.03%,254.29%,"19,380,170",,5.08%,2021-08-23,2021-07-13
ASX-EHE,AUD,ESTIA HEALTH LTD,Health Care Equipment & Services,ASX200,0.0,0.02,0.00%,70.40%,"340,152",,-0.43%,2021-08-23,2021-07-13
ASX-BIN,AUD,BINGO INDUSTRIES LTD,Commercial & Professional Services,ASX200,0.0,0.1,0.01%,40.48%,"5,644,573",,-0.29%,2021-08-23,2021-07-13
ASX-BVS,AUD,BRAVURA SOLUTIONS LTD,Software & Services,ASX200,0.0,0.07,0.02%,3160.21%,"4,105,929",,-1.76%,2021-08-23,2021-07-13
ASX-CDM,AUD,CADENCE CAPITAL LTD,Not Applic,NORMAL,0.0,0.0,0.00%,0.00%,"236,104",,-0.92%,2021-08-23,2021-07-13
ASX-GDI,AUD,GDI PROPERTY GROUP LTD,Real Estate,NORMAL,0.0,0.0,0.02%,97.68%,"1,763,344",,0.92%,2021-08-23,2021-07-13
ASX-HM1,AUD,HEARTS AND MINDS INVESTMENTS LTD,Not Applic,NORMAL,0.0,0.0,0.00%,179.66%,"596,968",,1.41%,2021-08-23,2021-07-13
ASX-HUB,AUD,HUB24 LTD,Diversified Financials,ASX200,0.0,0.04,0.12%,87.85%,"7,697,515",,-2.69%,2021-08-23,2021-07-13
ASX-IMM,AUD,IMMUTEP LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-8.5,0.0,0.02%,211.53%,"930,264",0.51,0.00%,2021-08-23,2021-07-13
ASX-IPD,AUD,IMPEDIMED LTD,Health Care Equipment & Services,PENNY STOCK,-5.0,0.0,0.01%,11.38%,"9,870",0.1002,0.00%,2021-08-23,2021-07-13
ASX-IDX,AUD,INTEGRAL DIAGNOSTICS LTD,Health Care Equipment & Services,NORMAL,0.0,0.0,0.01%,229.33%,"1,831,071",,-0.57%,2021-08-23,2021-07-13
ASX-JIN,AUD,JUMBO INTERACTIVE LTD,Consumer Services,ASX200,0.0,0.04,0.01%,168.92%,"2,468,687",,0.12%,2021-08-23,2021-07-13
ASX-MHH,AUD,MAGELLAN HIGH CONVICTION TRUST,Not Applic,NORMAL,0.0,0.0,0.00%,57.18%,"694,035",,-0.89%,2021-08-23,2021-07-13
ASX-MOT,AUD,MCP INCOME OPPORTUNITIES TRUST,Not Applic,NORMAL,0.0,0.0,0.00%,126.52%,"187,313",,0.49%,2021-08-23,2021-07-13
ASX-MXT,AUD,MCP MASTER INCOME TRUST,Not Applic,NORMAL,0.0,0.0,0.00%,1.47%,"543,138",,-0.97%,2021-08-23,2021-07-13
ASX-MVF,AUD,MONASH IVF GROUP LTD,Health Care Equipment & Services,PENNY STOCK,16.6,0.0,0.00%,16.95%,"37,905",0.83,-0.60%,2021-08-23,2021-07-13
ASX-NTD,AUD,NATIONAL TYRE & WHEEL LTD,Retailing,NORMAL,0.0,0.0,0.00%,221.49%,"253,972",,-0.87%,2021-08-23,2021-07-13
ASX-NEU,AUD,NEUREN PHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",NORMAL,0.0,0.0,0.00%,37.28%,"229,144",,1.31%,2021-08-23,2021-07-13
ASX-OBL,AUD,OMNI BRIDGEWAY LTD,Diversified Financials,NORMAL,0.0,0.0,0.02%,0.00%,"1,119,199",,-0.56%,2021-08-23,2021-07-13
ASX-OSP,AUD,OSPREY MEDICAL INC,Health Care Equipment & Services,PENNY STOCK,-0.6,0.0,0.00%,33.63%,"1,931",0.0112,0.00%,2021-08-23,2021-07-13
ASX-PPE,AUD,PEOPLE INFRASTRUCTURE LTD,Commercial & Professional Services,NORMAL,0.0,0.0,0.00%,237.65%,"1,112,760",,-2.05%,2021-08-23,2021-07-13
ASX-PFP,AUD,PROPEL FUNERAL PARTNERS LTD,Consumer Services,NORMAL,0.0,0.0,0.00%,0.91%,"78,225",,-2.62%,2021-08-23,2021-07-13
ASX-RMS,AUD,RAMELIUS RESOURCES LTD,Materials,NORMAL,0.0,0.0,0.60%,3051.38%,"4,470,073",,-0.60%,2021-08-23,2021-07-13
ASX-RHP,AUD,RHIPE LTD,Software & Services,NORMAL,0.0,0.0,0.11%,0.00%,"8,071,069",,0.00%,2021-08-23,2021-07-13
ASX-SRV,AUD,SERVCORP LTD,Real Estate,NORMAL,0.0,0.0,0.00%,8.62%,"49,049",,-0.30%,2021-08-23,2021-07-13
ASX-SRL,AUD,SUNRISE ENERGY METALS LTD,Commercial & Professional Services,NORMAL,0.0,0.0,0.00%,55.90%,"128,078",,0.00%,2021-08-23,2021-07-13
ASX-WGN,AUD,WAGNERS HOLDING COMPANY LTD,Materials,NORMAL,0.0,0.0,0.00%,8.70%,"772,713",,-2.48%,2021-08-23,2021-07-13
ASX-WAM,AUD,WAM CAPITAL LTD,Not Applic,NORMAL,0.0,0.0,0.00%,648.71%,"1,612,303",,0.45%,2021-08-23,2021-07-13
ASX-XRF,AUD,XRF SCIENTIFIC LTD,Capital Goods,PENNY STOCK,16.0,0.0,0.00%,0.00%,"36,001",0.4801,1.03%,2021-08-23,2021-07-13
ASX-BLG,AUD,BLUGLASS LTD,Semiconductors & Semiconductor Equipment,PENNY STOCK,-4.5,0.0,0.00%,8.06%,"55,606",0.0454,3.03%,2021-08-23,2021-07-13
ASX-IGL,AUD,IVE GROUP LTD,Media & Entertainment,NORMAL,0.0,0.0,0.00%,0.00%,"342,500",,-2.72%,2021-08-23,2021-07-13
ASX-JHC,AUD,JAPARA HEALTHCARE LTD,Health Care Equipment & Services,NORMAL,0.0,0.0,0.00%,268.10%,"368,541",,1.60%,2021-08-23,2021-07-13
ASX-LAU,AUD,LINDSAY AUSTRALIA LTD,Transportation,PENNY STOCK,19.0,0.0,0.00%,0.84%,"54,341",0.38,0.00%,2021-08-23,2021-07-13
ASX-MNF,AUD,MNF GROUP LTD,Telecommunication Services,NORMAL,0.0,0.0,0.00%,0.28%,"76,981",,0.96%,2021-08-23,2021-07-13
ASX-NAN,AUD,NANOSONICS LTD,Health Care Equipment & Services,ASX200,0.0,0.13,0.11%,19.21%,"4,396,797",,-2.10%,2021-08-23,2021-07-13
ASX-PRN,AUD,PERENTI GLOBAL LTD,Materials,PENNY STOCK,-6.6,0.05,0.09%,0.00%,"4,763,573",0.73,4.76%,2021-08-23,2021-07-13
ASX-PCI,AUD,PERPETUAL CREDIT INCOME TRUST,Not Applic,NORMAL,0.0,0.0,0.00%,0.00%,"540,561",,0.00%,2021-08-23,2021-07-13
ASX-PIC,AUD,PERPETUAL EQUITY INVESTMENT COMPANY LTD,Not Applic,NORMAL,0.0,0.0,0.03%,0.00%,"312,551",,0.00%,2021-08-23,2021-07-13
ASX-PTX,AUD,PRESCIENT THERAPEUTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-25.0,0.0,0.89%,3113.99%,"854,398",0.2501,-1.96%,2021-08-23,2021-07-13
ASX-RMC,AUD,RESIMAC GROUP LTD,Banks,NORMAL,0.0,0.0,0.00%,4.46%,"338,659",,-2.47%,2021-08-23,2021-07-13
ASX-ACF,AUD,ACROW FORMWORK AND CONSTRUCTION SERVICES LTD,Capital Goods,NORMAL,21.0,0.0,0.00%,120253.13%,"1,050,639",0.42,0.00%,2021-08-23,2021-07-13
ASX-ACR,AUD,ACRUX LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-2.2,0.0,0.00%,4.65%,651,0.1302,0.00%,2021-08-23,2021-07-13
ASX-ALK,AUD,ALKANE RESOURCES LTD,Materials,NORMAL,0.0,0.0,0.02%,89.51%,"2,380,491",,-2.06%,2021-08-23,2021-07-13
ASX-ANR,AUD,ANATARA LIFESCIENCES LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-3.4,0.0,0.00%,138.17%,"8,559",0.1695,-2.94%,2021-08-23,2021-07-13
ASX-AHX,AUD,APIAM ANIMAL HEALTH LTD,Health Care Equipment & Services,PENNY STOCK,24.0,0.0,0.00%,2.52%,"14,313",0.96,-1.04%,2021-08-23,2021-07-13
ASX-AUB,AUD,AUB GROUP LTD,Insurance,NORMAL,0.0,0.0,0.01%,9.83%,"2,431,615",,-1.93%,2021-08-23,2021-07-13
ASX-ASB,AUD,AUSTAL LTD,Capital Goods,ASX200,0.0,0.08,0.07%,858.65%,"6,686,551",,-2.84%,2021-08-23,2021-07-13
ASX-AOF,AUD,AUSTRALIAN UNITY OFFICE FUND,Real Estate,NORMAL,0.0,0.0,0.00%,0.88%,"240,882",,2.08%,2021-08-23,2021-07-13
ASX-AVN,AUD,AVENTUS GROUP,Real Estate,NORMAL,0.0,0.0,0.02%,24.48%,"3,622,266",,0.00%,2021-08-23,2021-07-13
ASX-CYC,AUD,CYCLOPHARM LTD,Health Care Equipment & Services,NORMAL,0.0,0.0,0.00%,6.47%,"36,676",,0.91%,2021-08-23,2021-07-13
ASX-CYP,AUD,CYNATA THERAPEUTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",PENNY STOCK,-10.4,0.0,0.00%,12.95%,"122,836",0.52,-2.88%,2021-08-23,2021-07-13
ASX-APE,AUD,EAGERS AUTOMOTIVE LTD,Retailing,ASX200,0.0,0.1,0.04%,159.99%,"8,977,397",,-1.99%,2021-08-23,2021-07-13
ASX-RUL,AUD,RPMGLOBAL HOLDINGS LTD,Software & Services,NORMAL,,0.0,0.00%,451.14%,"622,050",,0.58%,2021-08-23,2021-07-13
ASX-RFF,AUD,RURAL FUNDS GROUP,Real Estate,NORMAL,0.0,0.0,0.00%,14.72%,"2,514,074",,-3.72%,2021-08-23,2021-07-13
ASX-WBT,AUD,WEEBIT NANO LTD,Technology Hardware & Equipment,NORMAL,0.0,0.0,0.02%,15.08%,"462,301",,-1.96%,2021-08-23,2021-07-13
ASX-CDP,AUD,CARINDALE PROPERTY TRUST,Real Estate,NORMAL,0.0,0.0,0.00%,1.62%,"51,525",,-1.35%,2021-08-23,2021-07-13
ASX-AMA,AUD,AMA GROUP LTD,Commercial & Professional Services,PENNY STOCK,-7.4,0.0,0.49%,4751.00%,"1,089,324",0.5201,1.90%,2021-08-23,2021-07-13
ASX-CHC,AUD,CHARTER HALL GROUP,Real Estate,ASX200,0.0,0.26,0.01%,84.35%,"14,260,516",,-2.37%,2021-08-23,2021-07-13
ASX-AD8,AUD,AUDINATE GROUP LTD,Technology Hardware & Equipment,NORMAL,0.0,0.0,0.00%,12.80%,"5,566,304",,6.73%,2021-08-23,2021-07-13
ASX-RRL,AUD,REGIS RESOURCES LTD,Materials,ASX200,0.0,0.16,0.04%,33.46%,"8,250,056",,-0.39%,2021-08-24,2021-07-13
ASX-ANN,AUD,ANSELL LTD,Health Care Equipment & Services,ASX200,0.0,0.27,1.21%,7.95%,"19,809,815",,-0.68%,2021-08-24,2021-07-13
ASX-APA,AUD,APA GROUP,Utilities,ASX200,0.0,0.79,0.03%,2662.58%,"38,091,042",,1.45%,2021-08-24,2021-07-13
